eps_global_1,eps_global_2,eps_global_3,eps_global_4,eps_global_5,eps_global_6,FI_ft_0.0deg,FI_fc_0.0deg,FI_mt_0.0deg,FI_mc_0.0deg,FI_ft_45.0deg,FI_fc_45.0deg,FI_mt_45.0deg,FI_mc_45.0deg,FI_ft_90.0deg,FI_fc_90.0deg,FI_mt_90.0deg,FI_mc_90.0deg,FI_ft_-45.0deg,FI_fc_-45.0deg,FI_mt_-45.0deg,FI_mc_-45.0deg
-0.003160707302910683,0.015290792479624239,-0.011414200324579848,-0.0039045706095476376,0.013555014039903158,0.0007736963114266101,0.0,0.41567438667165607,2.8726464324376852,0.0,1.0572920354447128,0.0,0.0,1.4815257286561592,1.8750108937957661,0.0,0.0,0.2772116320459215,1.181906337072602,0.0,0.0,1.5469477461919563
-0.005070341829103581,0.015200928304255698,-0.00034161353800689354,0.0015747656368743854,-0.013566145745937633,0.002453664134495357,0.0,0.6116852488499657,1.0102169030912909,0.0,1.2658696537351997,0.0,1.0884989212739489,0.0,1.9453701690644571,0.0,0.39929431627091894,0.0,1.1326913821718678,0.0,1.1628582097032947,0.0
-0.0017353927700509263,4.9202392389643274e-05,0.006178990840055673,0.013528075764413148,0.012690837233419013,-0.004209681772088627,0.0,0.2020684837652642,0.7686308666582637,0.0,0.0,0.3632861097044846,0.6917375881930073,0.0,0.3774777507684547,0.0,0.8653376286720796,0.0,0.023786478536610697,0.0,0.9120074126088754,0.0
0.01359722381581246,-0.008335066907222122,-0.012520237524145033,-0.003972359687904055,-0.016552990100924904,-0.0012838212910533655,1.8967503397015406,0.0,0.0,0.0,1.3199572261499175,0.0,0.0,1.4925648701581662,0.0,1.154525983532937,0.0,1.5668092206961652,1.119064461446477,0.0,0.0,1.3959900934944462
0.005813189981023434,-0.012522945233558617,-0.020721067560652347,-0.017538029041545642,0.012386583355312054,-0.004299299148814782,0.48168772375027696,0.0,0.0,0.0,0.0,0.906894467651438,0.0,0.8409045653066985,0.0,1.8400509896568278,0.0,0.9691379555000438,0.0,0.3352672117696203,0.0,0.49949276247198116
-0.011514321550818907,0.006359196083809476,-0.01921470570037964,-0.010099442360212704,0.01719867597609757,0.002436572346583059,0.0,1.6864155183495062,0.0,0.8794416016169475,0.0,0.3362185908022277,0.0,0.5178665675581231,0.41428889996478696,0.0,0.0,0.0,0.0,0.6601809660695457,0.0,0.7165522766655569
0.01363742689421237,0.010127573186115181,-0.008673513370425994,-0.015399431168255987,0.015203684250805708,0.003186917050351016,2.07365171752532,0.0,1.9583110148473564,0.0,1.607462096906057,0.0,1.9774795842333281,0.0,1.3896053922773786,0.0,2.42606270428942,0.0,1.8554211686300666,0.0,2.411390518958343,0.0
0.011432110201726355,0.015456423167603173,-0.015139592783937311,-0.000134133546196763,-0.009791678520416984,-0.001590835777329794,1.3154051120861365,0.0,3.3699545117759797,0.0,1.4945161785582006,0.0,3.147990757219151,0.0,2.021229340011455,0.0,2.5899951578934615,0.0,1.8397561832712768,0.0,2.8403687771113733,0.0
0.0075336027331485995,-0.008661170516387321,-0.015538418011083367,-0.011378025229536771,-0.00639465215912207,0.0022840877597826766,0.44284538918480326,0.0,0.0,0.0,0.0,0.02945279625190359,0.0,0.2782193616614913,0.0,1.2579112315634224,0.0,0.5845184754734707,0.0,0.3331410889536935,0.0,0.4409984722093242
-0.005877112239864831,0.010214788942947672,-0.0013498206225228127,0.008624414652367757,0.015291127761444288,0.001124423143856146,0.0,0.7623465116526748,1.0127411382384932,0.0,1.0881657936355198,0.0,1.0883807233614253,0.0,0.9850184048552175,0.0,0.0,0.5997132269685598,0.5520400436325891,0.0,1.1083861234079841,0.0
0.012320403044274937,0.00021424225051721625,-0.019106552877134045,-0.008713182989577694,-0.011394378752731645,-0.005387136944782616,1.430623926332608,0.0,0.0,0.577936229414603,0.738227677484093,0.0,0.0,1.717891101981656,0.0,0.013446746012682979,0.0,1.922757202885676,0.8692138901626392,0.0,0.0,1.115035141939886
-0.00022547277559383135,0.004675754436888809,0.005801979347046168,0.002704545006579573,0.02012767822484862,0.004861901656800314,0.8056769455968132,0.0,0.6602306326951823,0.0,0.7427886863660645,0.0,0.8258687446094555,0.0,0.26794396314881286,0.0,0.8211127429771891,0.0,0.3307658523768083,0.0,0.6562728913246986,0.0
0.01660125681218306,0.007710423836723391,0.0029349812449015918,-0.008172417744035371,0.00283988834222601,0.005731522134470934,2.596713259080973,0.0,0.0,0.0,2.2700836776576043,0.0,0.0,0.0,0.826045552220894,0.0,0.0,0.0,1.144689348338385,0.0,0.0,0.0
0.0007208484674091249,0.016897021597337407,-0.010432071736579899,-0.006871645595569279,-0.01759068578681672,-0.005443867156770073,0.6456171024349402,0.0,3.2715675448120902,0.0,1.378218000660804,0.0,2.810812529948058,0.0,2.4800122352762455,0.0,1.1509007333156138,0.0,1.7073008911165124,0.0,2.0940811473519805,0.0
0.0028300005953962055,-0.006270640838496853,-0.00854494924105911,-0.00902381536263776,-0.013079223905650528,0.004301407273690274,0.39591308764690386,0.0,0.0,0.0,0.0,0.01925095005856802,0.0,0.030208215017448692,0.0,0.9102073665273168,0.0,0.21917842555341138,0.0,0.5911584985173668,0.0,0.20724623138528123
0.00040894293349535114,0.013349098194028552,-0.009135157061552168,-0.018629009774823433,-0.009000211981585302,0.002870086695467809,0.17070136518200224,0.0,2.5556388642707195,0.0,1.603616022537202,0.0,1.8573160951189336,0.0,2.1141307532656897,0.0,1.1371100021601377,0.0,0.6536941656740618,0.0,2.166450736113232,0.0
0.004615414383277084,0.009189376793382624,-0.01002408078376131,0.00020581938585060786,-0.0015260380448900886,-0.003370537037265075,0.20648929109373884,0.0,1.3131839469202033,0.0,0.269904903786904,0.0,1.2525339220111433,0.0,0.711337434695062,0.0,0.7767721758182939,0.0,0.6462691234416189,0.0,0.8572999094910129,0.0
0.008871917968100518,-0.007317347679122007,-0.0010043692259542845,-0.002732711199140179,0.0034537905679353047,0.0018097945819890672,0.6506554890727798,0.0,0.0,0.0,0.5155755274574484,0.0,0.5308904335136844,0.0,0.0,0.969391127442438,0.3718623388072847,0.0,0.0,0.0134565318796497,0.5533632798149241,0.0
0.010947050690945927,0.012555525920355122,0.0010516297136128686,0.002261122322346064,-0.008261258210027446,-0.001480706590924404,1.2874223409200416,0.0,0.0,0.0,1.206013947188925,0.0,0.0,0.0,1.4956643856069178,0.0,0.0,0.0,1.5770045492890552,0.0,0.0,0.0
-0.009560494152631523,-0.0005228209868054987,-0.004867184929142624,-0.014699661717134181,-0.003933359229623911,0.004415604022046136,0.0,1.3665380741452424,0.0,0.0,0.0,0.4721760333413537,0.0,0.0,0.0,0.16490493987914526,0.0,0.0,0.0,1.059266980683034,0.0,0.0
0.00796651427152518,-0.007275494712790796,-0.012125200107983368,-0.018586485062247454,0.01691400083735946,-0.004071845429422604,1.0006477813752435,0.0,0.0,0.5158148535598528,0.0,0.29771005581803606,0.0,1.4256539751331936,0.0,1.0402927093646066,0.0,1.4807223114115797,1.6459003432327406,0.0,0.0,1.180691216553882
-0.011658651990878323,-0.007604727581302151,-0.00955526782309699,-0.017203135047475438,-0.009634708960367824,-0.003662042938410566,0.0,1.7339910865493315,0.0,0.0,0.0,1.7079391508454536,0.0,0.0,0.0,1.1949884245835598,0.0,0.0,0.0,1.2210403602874382,0.0,0.0
0.01054813398373069,0.003899451290102633,-0.021732982171876573,0.006146280199169053,0.001477765503748986,-0.0038686815719503626,0.8493929809009378,0.0,0.0,0.7604006634716345,0.3293034776160821,0.0,0.0,1.456897706491037,0.1980471092291507,0.0,0.0,1.588786118214343,0.7130823262857122,0.0,0.0,0.9749340664349065
